"Id","Existencia_de_irmãos","Experiência_conjugal","Sexo","IdadeIndiv","Horas_Trabalho_Semana","Tamanho_do_Agregado","Nivel_de_Escolaridade","resp"
6044,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",29,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
6045,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",29,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
6046,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",29,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6047,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",29,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
6048,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",29,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6049,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",29,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6050,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",29,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6052,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6055,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",29,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6056,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",29,"<16",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6058,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",29,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6060,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",29,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
6061,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",29,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6062,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6065,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
6066,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",29,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
6067,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,"16-35",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
6072,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6073,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6074,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6075,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6078,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6079,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6081,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6084,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6085,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6086,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
6088,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
6090,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6091,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
6092,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,"<16",1,"Superior","Não tem filhos mas pensa vir a ter"
6093,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",29,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6098,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
6099,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6100,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6103,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6104,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6106,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
6107,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6109,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
6110,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6114,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6115,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",2,"Superior","Não tem filhos mas pensa vir a ter"
6118,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6119,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6120,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
6121,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
6122,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6125,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6127,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
6128,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6129,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
6131,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6134,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
6135,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6137,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6138,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6139,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6140,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6141,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6143,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6144,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6145,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6146,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6147,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,"16-35",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
6149,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6151,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6152,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6153,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6154,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6156,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
6159,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6160,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,"16-35",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6161,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6162,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6163,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6164,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6168,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6171,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6172,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6173,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6174,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6175,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6177,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6178,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6179,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
6182,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6183,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6185,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6186,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6187,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6188,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6189,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6192,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6194,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6195,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6196,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6198,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
6199,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6200,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6201,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6204,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,"<16",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
6206,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,"<16",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6207,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,">=36",2,"Superior","Não tem filhos mas pensa vir a ter"
6210,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
6211,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
6213,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6214,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6215,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6217,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6218,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6219,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6220,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6221,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,"16-35",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
6222,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6223,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6224,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6225,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6228,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6230,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6232,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",28,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6233,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6234,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
6235,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6236,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",28,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6238,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6240,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,NA,1,"Superior","Não tem filhos e não pensa vir a ter"
6241,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6244,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",27,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
6248,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",28,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6249,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
6250,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6251,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6253,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",27,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6256,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6259,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",27,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6263,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6265,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6267,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6268,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
6269,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",27,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6271,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6272,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6273,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6276,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6277,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6278,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6280,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6281,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6285,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",27,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6286,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
6287,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",27,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6288,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6291,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",27,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6294,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6295,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6296,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",27,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6298,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
6299,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",27,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6300,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6302,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",27,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6304,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6305,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6306,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",27,NA,1,"Superior","Não tem filhos e não pensa vir a ter"
6307,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",27,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6309,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",27,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6311,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",27,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6314,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6315,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6317,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6318,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6321,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
6322,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",27,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6323,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",27,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6325,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
6329,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",27,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
6331,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
6337,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6338,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",27,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6339,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",27,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
6341,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6343,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",27,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6344,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",27,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6345,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6346,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
6351,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
6352,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",27,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6356,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",27,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
6361,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",27,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
6362,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",27,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
