"Id","Existencia_de_irmãos","Experiência_conjugal","Sexo","IdadeIndiv","Horas_Trabalho_Semana","Tamanho_do_Agregado","Nivel_de_Escolaridade","resp"
4433,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4435,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",35,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4436,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",35,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
4441,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",35,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
4446,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",35,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
4451,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4455,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4457,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",35,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4460,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",35,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4466,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",35,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4467,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",35,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4469,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4471,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4477,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",35,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
4481,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",35,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4482,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",35,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
4484,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",35,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4487,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",35,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4489,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",35,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4492,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4498,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",35,">=36",2,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
4502,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4507,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4508,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",35,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4510,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",35,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
4517,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",35,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4520,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",35,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
4534,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",35,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4541,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",35,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4542,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",35,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4544,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",35,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4547,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",35,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4558,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",35,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4563,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4569,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",35,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4585,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
4586,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4587,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",35,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4588,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
4591,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",35,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4596,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4603,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
4605,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4617,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",35,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4619,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",35,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4629,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",35,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4630,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
4639,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",35,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4643,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4647,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4650,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4652,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",34,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4654,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",35,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
4655,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",34,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4657,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",35,">=36",1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
4661,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
4665,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",35,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4666,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",34,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4667,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
4671,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4676,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
4677,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
4682,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
4684,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
4690,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
4693,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
4697,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
4698,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4706,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4710,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4711,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4713,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",34,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4716,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,"<16",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
4717,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,NA,1,"Secundário e pós-secundário","Não tem filhos e não pensa vir a ter"
4719,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4720,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",34,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4724,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",34,NA,1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4725,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
4728,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4731,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",34,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4735,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",34,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4736,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4737,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4749,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4753,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
4755,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",34,"16-35",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4763,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
4764,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4769,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
4777,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4793,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
4797,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
4801,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,NA,1,"Superior","Não tem filhos e não pensa vir a ter"
4806,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",34,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4808,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4810,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",34,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4818,"Não tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,NA,1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
4822,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4835,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",34,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4839,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4846,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",34,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4856,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,">=36",1,"Nenhum e básico","Não tem filhos e não pensa vir a ter"
4858,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,"16-35",1,"Superior","Não tem filhos e não pensa vir a ter"
4859,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","H",34,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4863,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",34,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4868,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,NA,1,"Superior","Não tem filhos mas pensa vir a ter"
4876,"Tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,">=36",1,"Superior","Não tem filhos e não pensa vir a ter"
4878,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",34,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4885,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,"16-35",1,"Superior","Não tem filhos mas pensa vir a ter"
4887,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,">=36",1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4890,"Não tem/teve irmãos","Não teve nenhuma coabitação ou casamento","M",34,">=36",1,"Superior","Não tem filhos mas pensa vir a ter"
4894,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
4897,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","H",34,">=36",1,"Secundário e pós-secundário","Não tem filhos mas pensa vir a ter"
4901,"Tem/teve irmãos","Já teve pelo menos uma coabitação ou casamento","M",34,NA,1,"Nenhum e básico","Não tem filhos mas pensa vir a ter"
